Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,MN,2014,"11        ",Male,16,Ambidextrous,180,25,168,1,Car,15,.31,36,"Football (American)",500,500,200,500,700,900,25,"Same length",74,74,"Same length",December,Fall,Yes,No,"No favorite",Water,"Physical education",8,10,3,"Yes - broadband connection","In person",10,1014,14,1,2,6,20,15,2,10,2,20,10,2,Some,"Graduate degree","Rock and roll","Freeze time",Happy,"Religious figure",Other
USA,MN,2015,"12        ",Female,16,Left-Handed,164,29,134,1,Car,20,.436,41,Bowling,545,422,620,636,550,500,29,"Same length",10,9,"Index finger",June,Fall,No,No,Poultry,Water,History,7,10,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",25,25,2,.5,6,4,6,1,6,1,3,.5,0,1,"A lot","Graduate degree",Pop,"Freeze time",Healthy,"Musician or singer",Health
USA,MN,2014,"6         ",Male,12,Right-Handed,1.472,23,15.72,2,Car,15,5,10,Soccer,1000,900,679,1000,467,434,22.5,"Same length",45,9,"Ring finger",April,Summer,No,No,Vegetables,Juice,"Physical education",8,11,3,"Yes - broadband connection","Text messaging",15,20,2,16,34,12,12,12,0,14,12,14,0,14,Some,"Undergraduate degree",Techno/Electronic,Telepathy,Happy,"Sports person","Wildlife, animals"
USA,MN,2020,"9         ",Female,14,Left-Handed,65in,,,1,Bus,51,,,Dancing,,,,,,,,"Same length",,,"Index finger",July,Summer,No,No,Fruit,Water,"Physical education",9,10,4,"Yes - broadband connection","Text messaging",5,8,3,1,3,5,2,1,2,1,2,3,0,2,Some,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Musician or singer","International aid"
USA,MN,2016,"12        ",Female,16,Right-Handed,59,9,57,2,Car,10,6,20,Dancing,1000,1000,1000,1000,1,1,9,"Same length",10,15,"Ring finger",August,Winter,No,No,Seafood,Water,Science,7,5,6,"Yes - other","In person",500,500,5,24,10,5,0,20,120,120,120,0,24,10,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Politician,Health
USA,MN,2018,"9         ",Female,14,Left-Handed,162.5,24.1,153,2,Bus,130,1.554,49,Dancing,1000,1000,1000,50,0,0,24.1,"Same length",2,1,"Index finger",December,Summer,No,No,Desserts,Water,History,8,6,5,"No internet connection",,0,0,0,0,2,8,0,0,0,0,0,1,0,5,"A lot",Other,Other,"Freeze time",Happy,"Musician or singer","International aid"
USA,MN,2014,"11        ",Female,16,Right-Handed,160,22,159,1,Car,12,.416,48,Other,738,588,396,647,850,754,22,"Same length",65,68,"Ring finger",December,Spring,Yes,No,"No favorite",Water,History,6.5,11,5,"Yes - broadband connection","In person",2,5,6,1,7,2,1,8,2,1,5,7,0,2,"A lot","Graduate degree",Other,"Freeze time",Happy,Other,Other
USA,MN,2014,"11        ",Male,16,Right-Handed,182,27,183,1,Bus,30,.057,37,"Table Tennis",900,1000,800,800,400,400,27,"Same length",70,73,"Ring finger",May,Spring,No,No,Meat,Milk,Music,8,9,4,"Yes - dial-up connection","Text messaging",1,1,3,0,5,6,7,13,1,1,13,4,0,4,Some,"Graduate degree",Pop,"Freeze time",Rich,Actor,"Wildlife, animals"
USA,MN,2019,"11        ",Female,16,Right-Handed,158,25,149,1,Car,16,.652,59,Soccer,900,900,1000,900,900,900,25,"Same length",6,7,"Ring finger",April,Summer,Yes,No,Pizza/Pasta,Water,Geography,8,9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",5,4,10,4,3,3,0,0,7,4,9,9,0,5,Some,"Undergraduate degree",Pop,Fly,Happy,"Religious figure",Health
USA,MN,2018,"9         ",Female,15,Right-Handed,157,23,,2,Car,2,,1.435,Basketball,900,1000,800,1000,100,100,23,"Right foot",70,80,"Ring finger",September,Fall,No,Yes,Pizza/Pasta,"Powdered drink",Music,4,5,5,"Yes - dial-up connection","In person",2,11,8,24,1,0,24,0,0,0,24,0,0,0,None,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Religious figure","Wildlife, animals"
USA,MN,2017,"12        ",Female,17,Right-Handed,152,23,160.5,1,Car,5,79,.599,Dancing,572,455,439,321,455,663,23,"Same length",80,70,"Index finger",May,Fall,No,No,Pizza/Pasta,Water,"Mathematics and statistics",5,10,5,"Yes - broadband connection","Internet chat or instant messaging",70,50,8,0,8,0,5,0,15,7,6,2,0,1,,,,,,,
USA,MN,2019,"12        ",Female,18,Right-Handed,155,22,153,2,Car,7,0.172,49,"Martial Arts",900,1000,1000,900,500,800,21,"Right foot",74,77,"Ring finger",September,Summer,Yes,No,Meat,Water,"Social studies",8,8,3,"Yes - broadband connection","Text messaging",30,35,8,,,,,,,,,,,,,,,,,,
USA,MN,2017,"12        ",Female,17,Right-Handed,159,24,156.2,2,Walk,2,0.366,35,Dancing,818,1000,925,834,829,1000,24.3,"Left foot",70,68,"Index finger",October,Summer,No,No,"No favorite",Water,Art,7.5,10,3,"Yes - dial-up connection","Myspace, Facebook, other social networking sites, or blog",2,2,21,0,24,0,8,0,30,15,35,0,0,3.5,Some,"Some college",Pop,Fly,Rich,"Doctor or nurse","International aid"
USA,MN,2018,"9         ",Female,17,Left-Handed,57,7,32,1,Walk,8,0.7,56,Basketball,107,91,48,59,48,326,7,"Same length",6,6,"Same length",September,Summer,No,No,Poultry,"Energy drink",English,24,24,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",15,12,4,20,2,6,8,10,10,10,10,10,10,10,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Famous,Relative,Health
USA,MN,2017,"9         ",Male,16,Right-Handed,12.5,,,1,Bus,,.354,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Female,16,Right-Handed,172,25,172,2,Car,5,0.604,49,Lacrosse,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Left-Handed,162.5,24.1,,2,Bus,130,1.554,49,Dancing,1000,1000,1000,50,0,0,24.1,"Same length",2,1,"Index finger",December,Summer,No,No,Desserts,Water,History,8,6,5,"No internet connection",,0,0,0,0,,,,,,,,,,,,,,,,,
USA,MN,2016,"12        ",Male,17,Left-Handed,171,26,181,1,Bus,15,0.79,35,None,1000,750,650,650,400,400,24,"Right foot",81,82,"Ring finger",January,Summer,No,No,Desserts,Milk,"Mathematics and statistics",5,8,6,"Yes - broadband connection","In person",15,15,20,0,13,7,4,15,3,3,20,3,0,3,Some,"Graduate degree",Reggae,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,MN,2019,"11        ",Female,16,Right-Handed,156,24,152,1,Car,5,0.524,64,Dancing,1000,1000,1000,900,500,100,25,"Left foot",72,60,"Index finger",December,Winter,No,No,Fruit,Water,English,7,8,3,"Yes - other","In person",4,13,84,7,8,20,10,0,10,1,10,11,9,4,"A lot","Graduate degree","Punk rock",Fly,Happy,Relative,Health
USA,MN,2018,"9         ",Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"8         ",Male,13,Right-Handed,21,,,,Walk,5,,,Soccer,200,600,800,800,100,600,,,,,,February,Summer,No,No,Poultry,Water,English,10,1,5,"Yes - broadband connection","In person",7,8,10,3,8,5,8,1,1,2,0,10,5,6,None,"Graduate degree","Rock and roll",Telepathy,Famous,Relative,Religious
USA,MN,2019,"11        ",Female,16,Right-Handed,173cm,27,168,2,Car,20,.47,52,Swimming,1000,1000,503,342,27,348,26,"Right foot",80,75,"Index finger",November,Summer,Yes,No,Poultry,Water,"Social studies","8 1/2",9-12,4,"Yes - other","In person",3,5,20,5,5,3,1,5,30,10,30,1,25,1,Some,"Undergraduate degree",Pop,Fly,Healthy,Relative,Environment
USA,MN,2020,"9         ",Female,14,Right-Handed,5'8,27,,1,Bus,15,0.451,33,Basketball,500,1000,1000,500,0,1000,"27,5","Right foot",80,100,"Ring finger",August,Summer,Yes,No,Seafood,Water,Geography,8,10,8,"Yes - broadband connection","Text messaging",3,alot,2,24,4,2,3,0,3,3,4,1,0,0,"Very little","High school","Rap/Hip hop",Invisibility,Healthy,Teacher,"Education/Youth development"
USA,MN,2018,"12        ",Male,17,Ambidextrous,190,26,200,2,Car,5,.43,40,Basketball,500,600,700,500,600,600,26,"Same length",12,10,"Index finger",January,Winter,Yes,No,Meat,Water,History,8,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",0,0,2,1,4,2,4,3,3,0,3,3,0,2,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Sports person","Arts, culture, sports"
USA,MN,2020,"9         ",Female,15,Left-Handed,160.0,,,1,Car,15,0.712,64,Tennis,1000,1000,1000,100,100,150,,"Same length",,,"Same length",December,Spring,No,No,"Rice/Noodle dishes",Water,"Social studies",9,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,2,0,,,,,,,,,,,,,,,,,,
USA,MN,2016,"11        ",Female,15,Right-Handed,162,22,159,3,Car,15,0.317,35,Basketball,500,200,1000,500,500,600,22,"Same length",80,65,"Index finger",February,Summer,Yes,No,Meat,Coffee,Art,6,9,5,"Yes - broadband connection","Text messaging",60,80,14,3,24,20,10,7,15,15,40,21,4,8,"A lot","Graduate degree",Pop,Telepathy,Famous,"Doctor or nurse",Health
USA,MN,2021,"9         ",,14,Right-Handed,158,18,144,1,Car,5,.328,38,None,0,0,0,0,0,1000,18,"Same length",70,70,"Same length",December,Winter,No,No,Pizza/Pasta,Coffee,Other,7,13,5,"Yes - other","Text messaging",2,30,20,21,1,50,0,30,50,45,90,10,4,3,"A lot","High school","Heavy metal",Telepathy,Rich,Other,"Education/Youth development"
USA,MN,2014,"6         ",Male,12,Right-Handed,161,29,166,1,Walk,3,0.468,55,Basketball,0,0,0,0,0,24,29,,106,12,"Ring finger",April,Summer,,No,Other,Water,"Physical education",6,2,5,"Yes - other","Text messaging",,,24,2,1,3,24,5,2,3,0,0,6,2,"A lot","High school",Other,Invisibility,Rich,Relative,Other
USA,MN,2020,"9         ",Female,14,Right-Handed,5’2,7.5,,2,Bus,7,0.889,"78 ",Running/Jogging,5,9,7,8,8,8,7.5,"Same length",6,6,"Same length",November,Fall,No,No,"No favorite",Water,Art,10,9,4,"Yes - dial-up connection","Internet chat or instant messaging",5,9,4,1,2,3-5,1,1,2,2,3,2,3,4,"Very little","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,MN,2017,"12        ",Female,17,Right-Handed,165,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,160,24,165,4,Walk,5,0.475,58,Other,166,139,679,139,32,118,24,"Same length",,,,May,Fall,No,No,Seafood,Water,Art,7,9,6,"Yes - other","Text messaging",221,240,1,1,15,10,20,0,7,70,25,5,2,12,"Very little","Graduate degree","Rhythm and blues (R&B)","Freeze time",Rich,"Doctor or nurse",Health
USA,MN,2021,"5         ",Male,10,Right-Handed,55,?,?,2,Bus,12,0.356,49,Tennis,950,800,700,850,700,600,20,"Right foot",?,?,"Ring finger",May,Summer,No,Yes,Pizza/Pasta,Water,"Mathematics and statistics",8,9,4,"Yes - broadband connection",E-mail,0,1,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"11        ",Female,16,Right-Handed,67,23,68.5,2,Car,12,.382,35,Basketball,358,630,561,914,16,100,25,"Left foot",80,75,"Index finger",September,Fall,Yes,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",7,10,4,"Yes - other","Text messaging",50,60,5,4,3,1,3,0,20,20,15,6,12,3,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Coach or club leader",Environment
USA,MN,2015,"12        ",Female,16,Right-Handed,167,14,165,3,Bus,10,0.411,42,Baseball/Softball,700,700,1000,900,200,500,,"Same length",70,75,,December,Fall,Yes,No,"No favorite",Water,Music,7,10,4,"Yes - other","In person",,,35,10,13,10,4,2,72,,,0,0,24,"A lot","Graduate degree","Punk rock",Telepathy,Healthy,Relative,"Wildlife, animals"
USA,MN,2020,"9         ",Female,14,Right-Handed,5’1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2015,"12        ",Female,15,Right-Handed,175,23,170,1,Car,3,0.376,36,Dancing,9,8,1000,7,7,1000,23,"Same length",10,11,"Index finger",October,Fall,Yes,No,Fruit,Water,Art,7,9,5,"Yes - other","Text messaging",12,7,5,0,4,10,35,0,30,30,2,2,1,4,Some,"Graduate degree",Pop,Telepathy,Famous,Actor,"Wildlife, animals"
USA,MN,2023,"10        ",Female,16,Right-Handed,167,10,70,one,Car,12,1.109,32,Soccer,0,0,0,0,1000,1000,10,"Same length",,,"Ring finger",March,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)",History,6,9,3,"Yes - broadband connection","Text messaging",0,idk,100,20min,0,1,15,1,45,70,80,8,0,2,"A lot","High school",Pop,Telepathy,Rich,Actor,"Wildlife, animals"
USA,MN,2016,"12        ",Male,17,Right-Handed,176,26,186,2,Bus,7,0.686,51,Soccer,1000,700,500,500,290,700,27,"Left foot",83,81,"Index finger",July,Summer,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",6,10,5,"Yes - other","Text messaging",30,30,4,0,12,35,14,6,7,6,10,0,0,0,"Very little","High school","Rap/Hip hop","Freeze time",Rich,Relative,"Arts, culture, sports"
USA,MN,2016,"11        ",Female,16,Right-Handed,171,26.2,158,2,Car,4,.353,32,Soccer,810,685,400,780,160,310,26.2,"Same length",96,102,"Ring finger",June,Summer,No,Yes,Fruit,Juice,Art,7,10,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",40,60,7,1,28,9,10,0,4,2,5,2,0,0,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,"Education/Youth development"
USA,MN,2014,"7         ",Female,13,Right-Handed,164,"24 ",154,2,Car,10,0.818,60,Dancing,802,1000,604,866,765,1000,23,"Right foot",80,70,"Index finger",September,Fall,No,No,Pizza/Pasta,"Sports drink",Art,8,12,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",14,10,7,0,14,7,21,0,14,7,7,28,0,28,"Very little","Less than high school","Rap/Hip hop",Fly,Healthy,Actor,Health
USA,MN,2018,"9         ",Female,14,Right-Handed,157,24,,1,Bus,40,0.5,46,Other,990,990,500,600,200,1000,157,"Right foot",,,"Index finger",October,Fall,No,No,"No favorite",Water,Science,6,10,5,"Yes - broadband connection",,500,500,30,5,2,40,10,8,60,60,60,60,10,5,"Very little","Some college",Pop,Invisibility,Famous,Actor,"Wildlife, animals"
USA,MN,2017,"12        ",Female,17,Right-Handed,159,24,156.2,2,Walk,2,0.366,35,Dancing,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2014,"6         ",Female,12,Right-Handed,155,21,153,3,Car,20,0.527,43,"Martial Arts",1000,353,1000,1000,64,1000,24,"Left foot",73,75,"Ring finger",November,Spring,No,No,Desserts,"Energy drink","Social studies",11,9,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",6,10,15,5,3,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Male,14,Right-Handed,,,,1,Bus,5,0.02,51,Basketball,422,551,1000,1000,604,1000,,"Same length",,,"Same length",October,Summer,No,No,Poultry,Juice,"Physical education",5,6,3,"Yes - other","In person",35,50,0,1,1,2,5,3,1,2,3,1,0,1,"A lot","Some college","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,MN,2014,"11        ",Female,16,Right-Handed,167.6,23.1,63.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2023,"12        ",Female,17,Right-Handed,157,22,152,1,Car,8,0.145,36,Dancing,551,476,626,556,385,257,21,"Right foot",75,77,"Ring finger",June,Summer,No,No,"No favorite",Water,Other,7,8,7,"Yes - other","In person",2,10,5,,,,,,,,,,,,,,,,,,
USA,MN,2021,"9         ",Female,15,Right-Handed,5'6,"21 ","159 ",1,Car,22,0.387,43,Tennis,727,289,743,930,96,840,22,"Left foot",70,70,"Same length",July,Fall,No,No,Breads/Sandwiches,Juice,Science,7,8,3,"Yes - broadband connection","Cell phone",16,12,6,0,8,10,6,0,30,2,30,3,0,1,Some,"Some college",Pop,Invisibility,Happy,Other,"Education/Youth development"
USA,MN,2016,"11        ",Male,18,Right-Handed,176,28,178,1,Car,25,.342,46,"Hockey (Ice)",100,100,0,0,1000,1000,28,"Same length",102,105,"Ring finger",July,Summer,Yes,No,Pizza/Pasta,Water,English,7,10,4,"Yes - broadband connection",Other,3,4,10,0,5,5,12,5,6,4,40,25,0,2,"Very little","Undergraduate degree","Heavy metal",Invisibility,Rich,"Musician or singer","Wildlife, animals"
USA,MN,2014,"11        ",Male,16,Right-Handed,62,24,,1,Car,12,.4,41,"Hockey (Ice)",999,950,999,1000,800,800,24,"Same length",75,80,"Ring finger",July,Winter,Yes,No,Meat,Water,"Physical education",7.5,10,4,"Yes - other","Text messaging",20,20,20,.5,4,3,5,2,1,3,5,5,0,1,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,MN,2015,"12        ",Female,15,Right-Handed,175,23,170,1,Car,3,0.376,36,Dancing,9,8,10,7,7,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2020,"9         ",Female,15,Left-Handed,160.0,27.39,7.7,1,Car,15,0.712,64,Tennis,1000,1000,1000,100,100,150,27.51,"Same length",7.4,3.1,"Same length",December,Spring,No,No,"Rice/Noodle dishes",Water,"Social studies",9,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",1,2,0,3,1-2,4-5,2,0,3,2,2,3,0,3,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,Health
USA,MN,2022,"10        ",Female,16,Right-Handed,164,26.16,170.6,1,Car,7,0.368,41,"Hockey (Ice)",818,492,888,828,440,780,25.4,"Right foot",86.3,99.0,"Ring finger",October,Summer,No,No,"Rice/Noodle dishes",Coffee,History,9,7,4,"Yes - dial-up connection","In person",6,9,28,7,21,10.5,16,0,15,3,28,4,0,6,"A lot","Graduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,MN,2023,"7         ",,13,Right-Handed,idk,one,190,2,Car,"10 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2015,"12        ",,35,Right-Handed,176,,180,1,Car,20,.728,,Swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2017,"12        ",Female,18,Right-Handed,47.5,25,154,1,Car,10,.571,55,Walking/Hiking,600,600,600,400,500,500,27,"Same length",68,65,"Index finger",October,Summer,Yes,No,Desserts,Water,Science,7,8,4,"Yes - broadband connection","Text messaging",45,46,14,1,21,0,0,0,4,4,21,0,15,4,"A lot","Graduate degree","Rap/Hip hop",Fly,Happy,Other,Other
USA,MN,2019,"11        ",Male,16,Right-Handed,175,27,167,2,Car,20,.354,54,Basketball,100,100,500,500,1000,1000,27,"Same length",80,100,"Ring finger",August,Summer,No,No,"No favorite",Juice,English,9,8,8,"Yes - broadband connection","In person","a lot","a lot",5,3,2,4,9,,,,,,,,,,,,,,
USA,MN,2014,"7         ",Male,14,Right-Handed,160,25,125,2,Bus,15,0.638,71,Soccer,,,,,,,24,"Same length",99,100,"Ring finger",May,Summer,Yes,No,Fruit,Water,"Physical education",9,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",,,1,,,,,,,,,,,,"A lot",,,,,,
USA,MN,2016,"12        ",Female,17,Right-Handed,58,22.5,155,2,Car,6,.75,37,Dancing,900,900,900,1000,500,700,22.5,"Same length",7,65,"Same length",March,Fall,No,No,Other,Water,Science,7,10,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,20,2,30,20,29,30,20,24,29,161,4,0,8,"A lot","Graduate degree",Other,Telepathy,Happy,"Sports person","International aid"
USA,MN,2018,"9         ",Female,14,Right-Handed,5,8.5,,1,Walk,3,36,56,Dancing,396,529,535,545,556,1000,8.5,"Same length",,,,December,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2018,"9         ",Female,14,Right-Handed,5,8.5,,,Walk,3,.0386,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2019,"12        ",Female,18,Ambidextrous,167,24,164,1,Car,10,.328,37,Dancing,900,850,1000,1000,1000,1000,24,"Same length",60,65,"Ring finger",July,Winter,No,No,Pizza/Pasta,Juice,"Mathematics and statistics",7,8,5,"Yes - broadband connection","Text messaging",50,75,12,2,10,8,3,0,12,12,12,15,20,5,Some,"Graduate degree",,Telepathy,Happy,Other,"Wildlife, animals"
USA,MN,2018,"12        ",Female,17,Right-Handed,173,24,176,2,Car,40,0.368,62,Other,1000,1000,898,882,781,781,24,"Same length",11.5,11,"Index finger",July,Summer,Yes,No,Pizza/Pasta,Water,English,7,9,3,"Yes - other","Text messaging",100,100,18,2,14,10,15,3,6,7,18,5,12,4,Some,"Graduate degree",Country,Fly,Happy,Relative,Health
USA,MN,2023,"10        ",Male,15,,5'11,13cm,40,,Car,30min,0.347,59,Basketball,1000,668,840,1000,364,588,13cm,"Same length",10,10,"Same length",June,Winter,Yes,No,,Juice,Music,3-5,Any,4,"Yes - other","Cell phone",10?,40+,0-6,10,4,8,2,5,1,1,4,6,10,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Healthy,"Musician or singer",Environment
USA,MN,2020,"9         ",Female,14,Right-Handed,"5,5","9,1/2",Idk,1,Bus,10,"1,067",54,Swimming,0,0,1000,1000,999,1000,"9,1/2","Same length",4,5,"Same length",April,Summer,No,No,Pizza/Pasta,Juice,Other,6,9,2,"Yes - dial-up connection","Text messaging",15,25,0,4,1,0,0,2,1,2,9,4,0,1,"Very little","Some college","Rap/Hip hop","Freeze time",Healthy,Relative,Health
USA,MN,2019,"11        ",Female,16,Right-Handed,176,25,164,1,Car,12,0.393,42,"Hockey (Ice)",754,572,417,203,283,492,25,"Same length",90,90,"Same length",May,Winter,No,No,Desserts,Coffee,English,7,12,4,"Yes - broadband connection","In person",7,68,10,4,10,9,10,0,5,8,7,10,0,2,"A lot","Undergraduate degree","Rock and roll",Fly,Happy,"Coach or club leader","International aid"
USA,MN,2014,"11        ",Female,16,Right-Handed,160,22,159,1,Car,12,.416,48,Other,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2019,"11        ",Female,16,Right-Handed,160,19,73,2,Bus,40,",431",40,None,652,428,556,1000,551,839,30,"Same length",9,9,"Same length",August,Summer,Yes,No,Seafood,Water,Languages,8,4,6,"No internet connection","Cell phone",5,5,3,2,0,5,0,5,5,5,5,0,7,1,Some,"Some college","Rap/Hip hop",Invisibility,Rich,Actor,Health
USA,MN,2014,"11        ",Male,17,Left-Handed,182.8,29.5,182.8,1.5,Bus,30,.373,34,Other,0,0,0,1000,1000,1000,26,"Same length",30,26,"Index finger",October,Winter,No,No,Meat,"Soft drink (caffeinated)",Music,5,10,4,"Yes - broadband connection","Internet chat or instant messaging",100,5,,,,,,,,,,,,,,,,,,,
USA,MN,2023,"10        ",Male,16,Right-Handed,177,26,175,1,Walk,15,0.8,58,Cycling,900,800,800,800,600,650,26,"Same length",7.6,7.3,"Index finger",August,Summer,No,No,Pizza/Pasta,Water,Music,7,9,4,"Yes - broadband connection","Text messaging",15,100,10,1,5,4,2,6,5,2,5,1,4,2,"A lot","Graduate degree",Other,,Happy,"Musician or singer",Environment
USA,MN,2018,"9         ",Male,14,Right-Handed,172,27.6,,1,Car,"5 ",0.314,48,"Football (American)",1000,802,385,529,182,449,27.6,,,,"Same length",March,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",,9,4,"No internet connection","Text messaging",2,10,2,1,1,2,2,1,2,1,1,2,0,1,Some,"Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,Religious
USA,MN,2020,"9         ",Male,16,Right-Handed,5'2,24,,2,Bus,15,0.501,31,None,1000,1000,1000,1000,1000,1000,24,"Right foot",,,"Ring finger",November,Fall,Yes,No,Seafood,Water,"Computers and technology",5,10,8,"Yes - broadband connection","Text messaging",35,10,8,12,1,0,5,8,0,0,12,0,0,5,"A lot","Graduate degree","Rap/Hip hop","Super strength",Healthy,Relative,"International aid"
USA,MN,2022,"10        ",Female,14,Right-Handed,160,"23 cm",152,2,Bus,25,0.354,38,Soccer,845,524,979,481,444,422,24,"Left foot",91,23,"Ring finger",June,Summer,No,No,Seafood,Water,History,8,9,4,"Yes - broadband connection","In person",6,4,5,2,21,3,8,0,6,2,21,1,8,0,"A lot","Graduate degree",Other,Invisibility,Happy,Relative,Health
USA,MN,2013,"12        ",Female,18,Right-Handed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2020,"9         ",Female,15,Right-Handed,5'4,,,2,Bus,16,0.463,50,Skateboarding/Rollerblading,225,840,503,930,144,321,,,,,"Ring finger",November,Summer,Yes,No,"No favorite",Water,Languages,9,6,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,4,168hr,10hrs,4hr,10hrs,48hrs,5hrs,,,,,,,Some,"Graduate degree",Other,Invisibility,Happy,Relative,"Arts, culture, sports"
USA,MN,2021,"5         ",Male,11,Right-Handed,,,,2,Car,2,0.323,7,Golf,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MN,2019,"11        ",Male,16,Right-Handed,190cm,27cm,184cm,1,Car,17,.369,34,"Football (American)",727,492,380,369,588,1000,26,"Left foot",90,103,"Ring finger",February,Fall,No,No,Meat,Milk,History,7,9,4,"Yes - broadband connection","Cell phone",alot,alot,14,4,4,5,12,8,10,10,10,7,4,5,Some,"High school","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,MN,2023,"10        ",Male,16,Right-Handed,876,26,123,1,Walk,6,0.437,40,Other,791,663,529,733,599,717,26,"Same length",140,150,"Ring finger",February,Summer,Yes,No,Pizza/Pasta,Water,"Computers and technology",8,10,2,"Yes - broadband connection","Internet chat or instant messaging",3,3,3,0,1,2,1,2,2,1,3,2,0,1,Some,"Graduate degree",Techno/Electronic,Telepathy,Rich,"Business person",Health
USA,MN,2018,"9         ",Female,17,,"510 ",9,,1,Bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
